0001393774,A171I27YBM4FL6,5.0,1461888000
0001393774,A1H1DL4K669VQ9,5.0,1461888000
0001393774,A23WIHT5886G36,5.0,1461024000
0001393774,A3SZNOJP8OL26X,5.0,1459296000
0001393774,A3V5XBBT7OZG5G,5.0,1456185600
0001393774,A3SNL7UJY7GWBI,5.0,1455148800
0001393774,A3478QRKQDOPQ2,5.0,1448668800
0001393774,A3CP0CNKNFCYBZ,4.0,1437177600
0001393774,A3OIIDZ137NJOU,5.0,1436572800
0001393774,A3GVAG32NMMYT4,4.0,1432598400
0001393774,A3232ASBJ7KC62,5.0,1431388800
0001393774,A1YFNAB3OI9PVF,5.0,1429142400
0001393774,A2DHT9Y9D27CEU,5.0,1428537600
0001393774,A2W6V65OFOZ12M,5.0,1426204800
0001393774,A1HQAUBL5BDZH9,5.0,1425513600
0001393774,A23M5VTSN2C3H1,5.0,1418688000
0001393774,A1DOF5GHOWGMW6,5.0,1415059200
0001393774,A1TTHKFXLZ28ON,5.0,1414540800
0001393774,A1CQY90X082Z0W,5.0,1413763200
0001393774,AYU1GV7AIQ5YY,5.0,1413331200
0001393774,A2ZRMWGX2T4DUL,5.0,1408060800
0001393774,AJVC0VFJKOYWU,5.0,1406937600
0001393774,A2MRQG8RN5JI7R,5.0,1396828800
0001393774,A2TFO7NREP2B2D,5.0,1396396800
0001393774,A2YAPAG1IPNK7K,5.0,1392422400
0001393774,A22X72C51HQ7AS,5.0,1390262400
0001393774,A9DMTMLFR9CO5,5.0,1377907200
0001393774,A293MJV7OBALZ8,5.0,1376179200
0001393774,A1C7NPVPFF4OO8,5.0,1374364800
0001393774,AHG1GTQZUYNJN,5.0,1372723200
0001393774,A1BA3VR9EKXI87,5.0,1367452800
0001393774,A2CNQ98AQMTF1T,5.0,1367366400
0001393774,A12R54MKO17TW0,5.0,1326067200
0001393774,AWA4RHNCRLQNS,5.0,1280966400
0001393774,A1JE8B5PU9ISMC,5.0,1238457600
0001393774,A3IWBNNKB5Y1ZY,5.0,1224288000
0001393774,A1WX42M589VAMQ,5.0,1167350400
0001393774,AEKGGV851HY3K,5.0,1130803200
0005164885,A1P2GVU05GHT4J,5.0,911692800
0005164885,A2D5D4ZA118IY2,5.0,906508800
0005164885,A2LBDC9ZGSCAE6,5.0,1519257600
0005164885,A23BV8R984EI8G,5.0,1519171200
0005164885,A2LY39G9OFWHY6,5.0,1518912000
0005164885,A26L7S745D7KF3,5.0,1518566400
0005164885,A2ZB6AHRM0ZLLW,4.0,1518566400
0005164885,A3MBJFPPEYLEZ7,5.0,1518307200
0005164885,A1LU1VWVVCU85F,5.0,1518220800
0005164885,A2K6OHEX1XH9N8,5.0,1517875200
0005164885,A268D6XLQJ99HS,5.0,1517616000
0005164885,A363UJJ4C1ON0B,5.0,1517184000
0005164885,A3VUWBZF2U32TJ,5.0,1517097600
0005164885,A32DS34XAP6R15,5.0,1517011200
0005164885,A177BFAKS4JU03,5.0,1517011200
0005164885,A29X3NUJIQ2D4H,5.0,1516406400
0005164885,ADQDIISBTGVTB,5.0,1516233600
0005164885,A3EZQPCWO0RVW2,5.0,1515974400
0005164885,A2PBLT0TKFUQOB,5.0,1515628800
0005164885,AV3DKV2TW5B3C,5.0,1515542400
0005164885,A34UZDGEYXY6SF,3.0,1515024000
0005164885,A3TDNU7M1GB26G,5.0,1514332800
0005164885,A1M9ZQQIX4JM6D,5.0,1514160000
0005164885,A30N79HHDW8LMA,5.0,1513987200
0005164885,A2TQF8MRPT3U7S,5.0,1513900800
0005164885,A20UGR9OYQL7A4,5.0,1513814400
0005164885,A4V9VQ90M9PIU,5.0,1513814400
0005164885,AAPH4FS58HRL5,5.0,1513641600
0005164885,A1DB8TY7TUAE8Q,5.0,1513555200
0005164885,A1CF4OH5HUX48R,5.0,1513468800
0005164885,A36OVPX0E7NQ2G,5.0,1513382400
0005164885,A2P3SADA8E0O9T,5.0,1512950400
0005164885,A3EC2RDRQJ3R9O,5.0,1512691200
0005164885,A1VA16ZURLX13K,5.0,1512604800
0005164885,A1OCFQDDWL80AW,5.0,1512259200
0005164885,A15NIJC5UGX74V,1.0,1511481600
0005164885,A388S199DBKTSZ,4.0,1511481600
0005164885,A34NVUFB6B3MSQ,5.0,1510790400
0005164885,AMV1AQA0WE2U,5.0,1510704000
0005164885,AKSYCA5UYH7O3,5.0,1510444800
0005164885,A1Z42FV63VHN9J,5.0,1509667200
0005164885,A1JPE1PWL7I2CN,5.0,1507766400
0005164885,A38KVJFXZ90GOC,5.0,1505692800
0005164885,A1X6T2KY30WG3D,5.0,1505347200
0005164885,A38U9RQ802WUT5,5.0,1503360000
0005164885,A1TBCT7195A7IU,5.0,1501718400
0005164885,AKZ45Y4GWK8BC,5.0,1500681600
0005164885,A3TG2BIV12UE2Y,5.0,1500681600
0005164885,AOOHD06LE97HE,5.0,1499644800
0005164885,A1AGSPQ7CXE8KJ,5.0,1496102400
0005164885,A20AGOL1IYB7WM,5.0,1494115200
0005164885,A384CLE33EPEQ,4.0,1492732800
0005164885,AK6MAT1S7JVMA,5.0,1491264000
0005164885,A3EJOXEK5TDS5F,5.0,1489881600
0005164885,AELFPYL4P9YKT,5.0,1489622400
0005164885,A24ZAJ10L2PDWG,5.0,1489017600
0005164885,A1VEPAILPZYFXL,5.0,1488067200
0005164885,A1ZXYT6S1SZ087,5.0,1487548800
0005164885,A2FDAYR3JCZRVU,5.0,1487548800
0005164885,A1QV66PF09C6WF,5.0,1487116800
0005164885,A1G3C0W3MNRND9,5.0,1486771200
0005164885,A211I0IFI57IA8,5.0,1486684800
0005164885,A14H54JLAQABNB,4.0,1486684800
0005164885,A1W4O4F225MSKD,5.0,1486512000
0005164885,A1KED155RP55PE,5.0,1486512000
0005164885,A3TU5QWAOMJGU4,3.0,1486080000
0005164885,A28EEVZ65BJVE5,5.0,1485993600
0005164885,A1UTKAEF44H1NE,5.0,1485907200
0005164885,A1AQUUAPU66UF4,5.0,1485734400
0005164885,A1KK1BT68NC4MO,5.0,1485388800
0005164885,A2G97ZI1T2Q0LW,5.0,1485302400
0005164885,A8VLQLQNSV3JW,5.0,1485216000
0005164885,A1DPG855UHSSU4,5.0,1485129600
0005164885,A2KBOEKW8N9IK9,5.0,1485043200
0005164885,A291CRBX9KJYA6,5.0,1484784000
0005164885,AKFYOGRRIZCTU,5.0,1484611200
0005164885,A31XZ0OF9CA7PD,5.0,1484524800
0005164885,A2TPM11UBGKQZN,5.0,1484438400
0005164885,A30WB5247QJL0I,5.0,1484092800
0005164885,A30M3WWF54M74L,5.0,1483920000
0005164885,A2OW1UUWCU89IS,5.0,1483833600
0005164885,ALGLOQDSNS4YU,5.0,1483660800
0005164885,A7ILXVRI4ZSHO,5.0,1483660800
0005164885,A30EHM7Q1XSJD6,4.0,1483660800
0005164885,A26Y4NZC99I8E5,4.0,1483401600
0005164885,AJGVLCSXX0U3W,5.0,1483315200
0005164885,A12FYRV9VCAAZX,3.0,1483315200
